segment,specialty,state,provider_count,avg_services,avg_payment
High Volume High Value,Hematology-Oncology,FL,14,3209.6428571428573,109.76927138496683
Low Volume High Value,Advanced Heart Failure and Transplant Cardiology,CA,2,378.0,144.74041315836666
High Volume High Value,Anesthesiology,PA,15,6200.133333333333,135.9628901955679
Low Volume Low Value,Anesthesiology,NY,1012,155.59930830039525,70.58772096283255
Low Volume Low Value,"Psychologist, Clinical",PA,317,310.8517350157729,76.0992965833825
Low Volume Low Value,Colorectal Surgery (Proctology),PA,39,190.35897435897436,80.88136289604456
High Volume High Value,Pulmonary Disease,NY,52,3096.2884615384614,116.92368282908653
Low Volume Low Value,Sports Medicine,TX,31,342.51612903225805,61.425186330162504
Low Volume High Value,General Practice,NY,28,246.82142857142858,203.65770257168347
Low Volume High Value,Endocrinology,CA,86,327.4651162790698,117.51293200727945
High Volume Low Value,Hand Surgery,CA,28,2602.75,77.40701390654306
Low Volume High Value,Advanced Heart Failure and Transplant Cardiology,FL,7,514.8571428571429,116.05390079774124
High Volume High Value,Preventive Medicine,TX,1,1930.0,112.332163214
High Volume Low Value,Intensive Cardiac Rehabilitation,NY,1,1459.0,89.824609757
Low Volume Low Value,Occupational Therapist in Private Practice,PA,175,478.1714285714286,30.65097500432132
High Volume High Value,Emergency Medicine,CA,129,1232.7364341085272,108.84881078482744
High Volume Low Value,Ophthalmology,FL,270,3086.67037037037,78.67057429805071
Low Volume Low Value,Interventional Radiology,PA,58,423.01724137931035,65.63694974838823
High Volume Low Value,Vascular Surgery,PA,38,5836.5526315789475,68.46092985506775
High Volume High Value,Independent Diagnostic Testing Facility (IDTF),FL,45,32738.224444444448,171.727149750938
High Volume Low Value,Licensed Clinical Social Worker,TX,46,2185.8478260869565,62.16819465868071
High Volume High Value,Pathology,NY,8,22243.625,175.65830333652758
High Volume High Value,Colorectal Surgery (Proctology),FL,6,1514.1666666666667,137.41913437789222
High Volume Low Value,Sleep Medicine,FL,6,1925.0,80.61196755723849
High Volume High Value,Sleep Medicine,CA,18,2180.277777777778,179.06471076175922
High Volume Low Value,Surgical Oncology,TX,1,1148.0,81.48306378288889
High Volume High Value,Pediatric Medicine,CA,5,1780.2,133.71852465740344
High Volume Low Value,Preventive Medicine,FL,4,2166.0,64.08567033402761
Low Volume Low Value,Slide Preparation Facility,CA,1,42.0,52.026190476
Low Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),CA,381,82.16272965879266,74.79141499095735
Low Volume Low Value,Obstetrics & Gynecology,NY,1278,182.63302034428796,58.03134090869951
High Volume Low Value,Hematology-Oncology,NY,209,57418.56459330144,54.10572231570744
Low Volume Low Value,Hematology,TX,16,467.4375,77.72515133323925
Low Volume Low Value,Hematopoietic Cell Transplantation and Cellular Therapy,TX,12,437.75,85.61732502464999
Low Volume Low Value,Dentist,CA,7,175.42857142857142,59.54116575778231
Low Volume High Value,Pathology,PA,3,342.0,138.88172139473332
Low Volume High Value,Sleep Medicine,TX,4,409.75,167.99887567327292
High Volume Low Value,Rheumatology,NY,155,28497.465806451615,53.497564451917434
High Volume Low Value,Pain Management,TX,89,4638.811235955056,77.8734793225504
High Volume Low Value,"Psychologist, Clinical",NY,73,2035.96301369863,82.72128236359902
Low Volume High Value,Gynecological Oncology,NY,51,264.98039215686276,201.54573749254413
High Volume Low Value,Speech Language Pathologist,PA,29,2440.6206896551726,68.39693511966627
Low Volume High Value,Medical Toxicology,NY,7,182.71428571428572,113.17834296555237
High Volume High Value,Nurse Practitioner,CA,60,5643.283333333334,161.55794178923915
High Volume High Value,Radiation Therapy Center,TX,1,6313.0,221.72105849524166
High Volume Low Value,Home Infusion Therapy Services,TX,2,5542.5,24.5929662029
Low Volume Low Value,Physician Assistant,PA,4839,230.03719776813392,59.41341412954449
Low Volume Low Value,Mass Immunizer Roster Biller,FL,485,487.50515463917526,44.40988936708132
High Volume High Value,Urology,TX,146,10085.349315068494,136.2115822389251
High Volume High Value,Ambulance Service Provider,FL,174,33087.67183908046,387.0078376700977
Low Volume High Value,Anesthesiology Assistant,FL,96,59.854166666666664,140.65828903930262
Low Volume Low Value,Hematopoietic Cell Transplantation and Cellular Therapy,PA,17,378.70588235294116,88.78438755306115
High Volume Low Value,Interventional Pain Management,NY,22,4564.454545454545,79.3125094063476
High Volume High Value,Clinical Cardiac Electrophysiology,PA,73,3733.082191780822,151.94960646058047
Low Volume High Value,Portable X-Ray Supplier,CA,1,31.0,101.39033333500001
Low Volume Low Value,Plastic and Reconstructive Surgery,CA,130,143.48461538461538,73.67438034098627
Low Volume High Value,Obstetrics & Gynecology,CA,153,161.49019607843138,131.69918303391452
Low Volume Low Value,Audiologist,CA,377,292.9761273209549,25.32766707659207
High Volume Low Value,Centralized Flu,TX,488,2317.848360655738,54.61146799962474
High Volume Low Value,Cardiac Surgery,TX,2,4996.5,71.49482706615001
Low Volume Low Value,Centralized Flu,FL,495,588.6949494949495,41.226383966058044
Low Volume Low Value,Hospitalist,FL,627,576.7846889952153,84.97385994476458
High Volume Low Value,Physical Medicine and Rehabilitation,FL,261,3743.3513409961683,78.51398977381366
Low Volume Low Value,General Practice,CA,312,325.32371794871796,60.79657424183015
Low Volume Low Value,Thoracic Surgery,PA,36,178.33333333333334,69.56700295283987
Low Volume Low Value,Interventional Pain Management,FL,29,508.0,69.00973930174695
High Volume High Value,Optometry,PA,11,2262.818181818182,130.94694312742487
Low Volume Low Value,Cardiac Surgery,NY,4,91.25,75.85898799854166
High Volume High Value,Gynecological Oncology,NY,2,1119.5,223.96286829625706
High Volume High Value,General Surgery,CA,65,3074.630769230769,202.46828317637593
High Volume High Value,Cardiology,NY,431,4410.167517401392,145.56094862973356
High Volume High Value,Ophthalmology,NY,591,5102.728087986463,150.06182381764165
Low Volume High Value,Dermatology,CA,51,521.7254901960785,170.75969869180784
High Volume High Value,Interventional Radiology,TX,11,5497.272727272727,378.6990009467387
High Volume High Value,Orthopedic Surgery,PA,369,3615.031978319783,187.47939494360702
High Volume Low Value,Otolaryngology,TX,192,3188.625,65.37419448944105
High Volume Low Value,"Psychologist, Clinical",TX,122,2090.688524590164,75.616945756234
High Volume Low Value,Anesthesiology,FL,60,3883.258333333333,75.12578562063366
High Volume Low Value,Advanced Heart Failure and Transplant Cardiology,FL,16,2180.6875,70.33252644951037
High Volume Low Value,Hospice and Palliative Care,TX,2,3893.5,84.58182577375001
Low Volume High Value,Medical Oncology,CA,78,348.02564102564105,117.7146558225228
High Volume Low Value,Vascular Surgery,TX,13,1887.6923076923076,80.65905742955432
High Volume High Value,Medical Oncology,NY,18,1444.1666666666667,115.58245655269535
Low Volume High Value,Hematology,PA,12,303.75,106.17744568199087
High Volume High Value,Ophthalmology,PA,358,5673.870391061453,156.17539583351424
Low Volume High Value,Hospitalist,TX,181,331.0828729281768,123.57541260035242
Low Volume High Value,Hematology-Oncology,NY,126,489.22222222222223,116.45908352846597
Low Volume Low Value,Pulmonary Disease,NY,298,468.72147651006713,71.51011618151311
Low Volume High Value,Psychiatry,PA,83,184.66265060240963,119.51590748079975
High Volume High Value,Undersea and Hyperbaric Medicine,TX,2,51752.0,155.03240464899392
High Volume Low Value,Cardiac Surgery,FL,4,3510.25,82.56625605591907
High Volume Low Value,Undefined Physician type,TX,3,2170.6666666666665,77.96441792723537
Low Volume Low Value,All Other Suppliers,PA,2,202.0,40.976116122899995
High Volume High Value,Physician Assistant,NY,27,2569.5185185185187,124.36369090832943
High Volume High Value,Advanced Heart Failure and Transplant Cardiology,TX,1,2693.0,146.15851438224064
Low Volume Low Value,Pulmonary Disease,FL,168,551.0803571428571,70.75170446499466
Low Volume Low Value,Surgical Oncology,FL,21,220.8095238095238,83.0962850066592
High Volume High Value,Podiatry,CA,30,7138.066666666667,119.26350802561174
High Volume Low Value,Urology,PA,150,2972.766666666667,78.6120131755122
Low Volume High Value,Physical Medicine and Rehabilitation,NY,120,384.48333333333335,120.38464014764683
Low Volume High Value,Dentist,NY,4,396.5,554.3305418985962
High Volume Low Value,Clinical Cardiac Electrophysiology,NY,24,2977.875,75.49507684440539
Low Volume Low Value,Anesthesiology,PA,1146,205.5759162303665,69.66466332295535
High Volume High Value,Interventional Pain Management,FL,111,9160.673873873875,137.61032567269143
Low Volume Low Value,Hospice and Palliative Care,FL,45,279.35555555555555,87.10875630480251
High Volume Low Value,Undefined Physician type,NY,1,5730.0,78.51740249645833
Low Volume Low Value,Micrographic Dermatologic Surgery,CA,1,318.0,70.85268420572858
Low Volume Low Value,Licensed Clinical Social Worker,NY,1223,312.52412101390024,66.7111855557255
Low Volume High Value,Hospitalist,CA,531,403.9736346516008,119.75096036999783
Low Volume High Value,Nephrology,FL,93,563.5913978494624,133.31728000024665
High Volume Low Value,Family Practice,PA,1065,2256.8098591549297,63.251304876274254
High Volume High Value,Vascular Surgery,PA,19,1563.421052631579,149.17316734225457
Low Volume High Value,Clinical Cardiac Electrophysiology,CA,7,369.0,140.67160505279858
Low Volume Low Value,Maxillofacial Surgery,PA,46,126.3913043478261,61.36148483222638
Low Volume Low Value,Neuropsychiatry,CA,3,203.0,63.74839059065001
Low Volume Low Value,Medical Toxicology,PA,2,219.0,94.34423344991998
High Volume Low Value,Diagnostic Radiology,TX,1518,5229.416007905138,38.728693788615054
Low Volume Low Value,General Surgery,FL,450,225.29555555555555,78.03725885747029
Low Volume High Value,Certified Registered Nurse Anesthetist (CRNA),NY,469,76.89978678038379,150.39815022128056
High Volume High Value,Neurosurgery,PA,8,1277.5,377.98465911490905
Low Volume High Value,Hematopoietic Cell Transplantation and Cellular Therapy,PA,11,386.0,105.90497652232649
High Volume High Value,Endocrinology,TX,3,1853.6666666666667,137.08132518097221
Low Volume Low Value,Medical Oncology,PA,116,455.0431034482759,84.11860346559928
Low Volume Low Value,Optometry,NY,1086,291.8241252302026,61.09218647540043
Low Volume Low Value,Independent Diagnostic Testing Facility (IDTF),FL,24,361.6666666666667,72.35935804500899
High Volume High Value,Nephrology,PA,160,1892.31875,125.17249952251186
Low Volume High Value,Podiatry,NY,28,267.82142857142856,130.5923509843235
Low Volume Low Value,Neurosurgery,PA,86,184.56976744186048,71.85029348239077
Low Volume Low Value,Cardiac Surgery,PA,7,199.85714285714286,77.50429652578828
Low Volume High Value,Geriatric Medicine,FL,13,419.0,131.96102259807205
Low Volume Low Value,Unknown Supplier/Provider Specialty,CA,1,132.0,80.75411996283334
Low Volume Low Value,"Psychologist, Clinical",CA,520,363.5057692307692,75.07904700488636
Low Volume Low Value,Neurology,TX,366,357.7704918032787,79.75537076119477
Low Volume High Value,Endocrinology,FL,40,283.625,113.66295908698916
Low Volume Low Value,Hospice and Palliative Care,TX,84,353.7857142857143,83.97401297548377
High Volume Low Value,Obstetrics & Gynecology,FL,59,2360.1525423728813,61.80808343561507
Low Volume High Value,Addiction Medicine,CA,5,309.2,133.95460794345001
Low Volume Low Value,Certified Clinical Nurse Specialist,CA,14,262.85714285714283,66.25168257882856
High Volume High Value,Interventional Radiology,PA,10,4504.1,536.1156510367093
Low Volume High Value,Interventional Radiology,CA,32,455.8125,153.2298620318992
High Volume Low Value,Opioid Treatment Program,CA,10,7046.4,32.1512472756
Low Volume High Value,Maxillofacial Surgery,TX,6,153.0,152.34828372034167
Low Volume High Value,Pharmacy,CA,2,585.0,314.6901836431667
High Volume High Value,Cardiac Surgery,CA,7,3584.5714285714284,382.3022895684639
Low Volume High Value,Neurosurgery,PA,141,353.822695035461,236.32478740373037
Low Volume Low Value,Radiation Oncology,TX,34,302.20588235294116,71.83656432617461
Low Volume High Value,Cardiac Surgery,PA,40,180.875,467.60317088271984
High Volume Low Value,Sports Medicine,TX,29,3148.793103448276,65.09934872335334
Low Volume Low Value,Urology,PA,137,470.6350364963504,70.63390134567776
High Volume High Value,Vascular Surgery,CA,122,3309.75,396.43100717498953
High Volume High Value,Podiatry,FL,30,4070.8333333333335,143.21807290183548
Low Volume Low Value,Portable X-Ray Supplier,TX,2,819.0,38.93265363121111
High Volume High Value,Sleep Medicine,FL,2,3490.0,143.11111303616667
Low Volume Low Value,Licensed Clinical Social Worker,CA,577,281.96360485268633,78.30378927024722
High Volume Low Value,Allergy/ Immunology,CA,207,8488.830917874397,51.15950807411425
Low Volume High Value,Pediatric Medicine,NY,26,78.26923076923077,155.39494807197067
High Volume Low Value,Hand Surgery,FL,36,3115.6388888888887,70.95684608954961
Low Volume High Value,Surgical Oncology,FL,42,225.47619047619048,209.08278064731118
High Volume Low Value,Psychiatry,TX,87,2503.8275862068967,78.95628115619449
High Volume Low Value,Sports Medicine,CA,30,5567.266666666666,66.76931102108462
High Volume High Value,Geriatric Medicine,NY,5,2124.2,111.07860148315847
High Volume Low Value,Endocrinology,FL,187,7688.088235294118,57.26070657405018
Low Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),FL,982,96.989816700611,75.78704067493484
Low Volume Low Value,"Psychologist, Clinical",TX,311,371.7331189710611,72.65832554120229
Low Volume High Value,Cardiology,TX,45,456.77777777777777,152.38101349912625
High Volume High Value,Physician Assistant,PA,13,2960.923076923077,149.11160272205936
Low Volume Low Value,Vascular Surgery,CA,86,316.36046511627904,58.83064657889495
Low Volume High Value,Advanced Heart Failure and Transplant Cardiology,NY,29,516.7931034482758,121.22244774896319
Low Volume Low Value,Preventive Medicine,NY,7,193.0,81.11403523656429
Low Volume High Value,Preventive Medicine,TX,1,540.0,108.34665418649999
High Volume Low Value,Psychiatry,NY,179,1878.2849162011173,81.95500344338237
Low Volume Low Value,Pathology,FL,193,500.5284974093264,31.818706758631077
Low Volume Low Value,Pain Management,CA,68,446.6029411764706,78.97701584053152
High Volume High Value,Psychiatry,PA,7,1923.7142857142858,110.34771132489048
High Volume High Value,Speech Language Pathologist,NY,8,1838.125,118.67771142057292
Low Volume Low Value,Hand Surgery,NY,28,385.48214285714283,69.38933056421055
Low Volume High Value,Critical Care (Intensivists),NY,257,276.73929961089493,137.05090203317638
Low Volume Low Value,Otolaryngology,CA,287,395.37630662020905,73.68569683488896
High Volume Low Value,Sleep Medicine,CA,7,1937.7142857142858,72.17046419111512
Low Volume High Value,Pulmonary Disease,FL,109,330.3211009174312,123.20010153887154
Low Volume Low Value,Medical Genetics and Genomics,NY,2,74.0,57.71742279918334
Low Volume Low Value,Otolaryngology,FL,172,434.19767441860466,73.48766273590284
High Volume High Value,Plastic and Reconstructive Surgery,PA,8,2474.375,207.13064171127536
Low Volume High Value,Pediatric Medicine,TX,4,133.25,116.81755093805
Low Volume Low Value,Podiatry,CA,522,448.91379310344826,62.47349764326238
High Volume High Value,Interventional Cardiology,CA,129,3978.0387596899227,154.44314481873135
High Volume High Value,Orthopedic Surgery,FL,555,5697.645405405406,203.24223817162843
Low Volume Low Value,Geriatric Medicine,CA,76,399.0657894736842,75.44620450190621
Low Volume High Value,Osteopathic Manipulative Medicine,CA,14,279.2142857142857,117.55568574183897
Low Volume Low Value,Preventive Medicine,PA,7,154.85714285714286,54.1240063362381
High Volume High Value,Endocrinology,FL,5,1479.4,391.64749716554354
High Volume High Value,Mass Immunizer Roster Biller,NY,2,5049.5,133.8192270824303
Low Volume High Value,Family Practice,PA,183,315.72677595628414,115.35823768956196
High Volume Low Value,Chiropractic,CA,329,1720.0425531914893,29.122599549214296
High Volume Low Value,Dermatology,PA,276,3873.019927536232,69.91188765996391
Low Volume Low Value,Nephrology,TX,117,444.5128205128205,79.73332571537101
High Volume Low Value,General Surgery,NY,30,32430.866666666665,72.28927204159466
Low Volume High Value,Rheumatology,TX,39,230.23076923076923,117.18638422207593
High Volume High Value,Undefined Physician type,FL,2,2995.5,168.0329472473409
Low Volume Low Value,Undefined Physician type,FL,5,335.2,69.47268130157833
High Volume Low Value,Cardiology,TX,662,3618.334894259819,69.99667973366648
High Volume Low Value,Internal Medicine,NY,2201,4075.9763289413904,65.80102760252514
Low Volume Low Value,Registered Dietitian or Nutrition Professional,PA,112,174.49107142857142,30.581314207652532
High Volume Low Value,Interventional Radiology,FL,62,10292.59677419355,61.515368459711915
Low Volume Low Value,Interventional Radiology,CA,153,234.72549019607843,38.631603319174985
Low Volume Low Value,Certified Nurse Midwife,TX,9,59.888888888888886,58.48525203348888
Low Volume Low Value,Gynecological Oncology,PA,19,202.21052631578948,79.5192428656178
High Volume Low Value,Registered Dietitian or Nutrition Professional,FL,6,1278.8333333333333,27.087722787916665
High Volume Low Value,Ambulance Service Provider,NY,2,11854.75,48.687638392100006
Low Volume Low Value,Podiatry,FL,418,477.5933014354067,58.2296329387844
High Volume Low Value,Gastroenterology,NY,81,5338.6543209876545,81.85521883655449
Low Volume High Value,Neurology,FL,384,366.9505208333333,127.01591560756474
High Volume High Value,Rheumatology,NY,8,12147.875,120.89900302926728
Low Volume High Value,Pulmonary Disease,NY,179,348.24581005586595,134.36187915752535
Low Volume Low Value,Oral Surgery (Dentist only),CA,34,84.23529411764706,65.61189491129011
High Volume Low Value,Geriatric Medicine,TX,33,2369.3333333333335,72.32230124047796
Low Volume High Value,Interventional Pain Management,CA,16,423.375,126.62010300613115
High Volume High Value,Nuclear Medicine,CA,22,7653.045454545455,285.76244310012595
High Volume High Value,Optometry,FL,6,3595.3333333333335,127.70146324969902
High Volume High Value,Geriatric Medicine,FL,6,2676.6666666666665,105.515067209977
High Volume Low Value,Ophthalmology,CA,296,2782.358108108108,77.86546343028525
Low Volume High Value,Gastroenterology,NY,705,433.50921985815603,136.92741151971643
High Volume Low Value,Rheumatology,TX,192,58219.503124999996,41.513507121860805
High Volume Low Value,Pulmonary Disease,PA,172,2075.0813953488373,69.79326757689364
Low Volume Low Value,Hematology,FL,20,364.85,82.39377175024211
High Volume Low Value,Portable X-Ray Supplier,NY,19,24967.36842105263,27.718249359243515
High Volume High Value,Certified Registered Nurse Anesthetist (CRNA),CA,7,1434.5714285714287,146.76497212141936
High Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),CA,4,1752.75,91.32170736501061
Low Volume Low Value,Internal Medicine,PA,2526,414.5158353127474,73.83653940094356
Low Volume Low Value,Gastroenterology,FL,206,391.77669902912623,88.74512511122072
High Volume High Value,Independent Diagnostic Testing Facility (IDTF),CA,86,18450.92558139535,205.93332971051862
Low Volume Low Value,Dermatology,PA,133,435.54135338345867,57.19288506223111
Low Volume Low Value,Pain Management,PA,50,438.86,72.4688225784421
High Volume High Value,Emergency Medicine,FL,114,1384.8859649122808,110.3210299231726
Low Volume Low Value,Certified Nurse Midwife,FL,24,55.083333333333336,50.43558195028584
High Volume Low Value,Osteopathic Manipulative Medicine,CA,21,4692.857142857143,72.22065725608508
Low Volume Low Value,Portable X-Ray Supplier,CA,5,486.2,57.22432729600964
Low Volume High Value,Dentist,CA,13,216.69230769230768,516.9706893579636
High Volume Low Value,Certified Clinical Nurse Specialist,FL,2,2210.0,51.722968658499994
High Volume Low Value,Diagnostic Radiology,CA,1790,7575.746033519553,46.83807856575154
High Volume High Value,"Psychologist, Clinical",NY,50,1635.5,112.61897581730115
High Volume Low Value,Podiatry,TX,441,2399.671201814059,56.02422307844839
High Volume Low Value,Podiatry,FL,780,2936.8166666666666,59.37135924986442
High Volume High Value,Geriatric Medicine,TX,1,1148.0,106.15202087725002
Low Volume High Value,Independent Diagnostic Testing Facility (IDTF),FL,80,264.65625,242.8407922438414
Low Volume High Value,Colorectal Surgery (Proctology),FL,79,334.44303797468353,144.33105167998534
High Volume Low Value,Geriatric Psychiatry,CA,2,1321.0,67.077901174975
Low Volume Low Value,Medical Oncology,TX,105,380.8952380952381,80.53355085933177
High Volume Low Value,Mass Immunizer Roster Biller,PA,1058,2534.407655954631,50.32394176333103
High Volume Low Value,Neurology,CA,170,11829.064705882352,80.15204486311251
Low Volume High Value,Neurology,CA,612,342.9967320261438,133.21053512051333
Low Volume Low Value,Gastroenterology,CA,229,365.6768558951965,85.06654730146381
Low Volume High Value,Radiation Oncology,FL,56,567.8571428571429,164.19205138127583
Low Volume Low Value,Registered Dietitian or Nutrition Professional,FL,71,214.26760563380282,28.969597957186625
Low Volume High Value,Ambulatory Surgical Center,FL,188,395.6489361702128,1259.8721470537146
High Volume Low Value,Neurosurgery,FL,3,6471.666666666667,76.52797799229815
High Volume High Value,Interventional Radiology,NY,25,11102.24,659.6290026911802
Low Volume Low Value,Osteopathic Manipulative Medicine,PA,17,314.4117647058824,60.24125836849877
Low Volume High Value,Allergy/ Immunology,TX,8,147.25,119.84453490807292
Low Volume Low Value,Registered Dietitian or Nutrition Professional,NY,131,218.35114503816794,33.86304208560052
Low Volume Low Value,Nephrology,PA,128,407.421875,80.17242154026911
High Volume High Value,Undefined Physician type,NY,2,1108.0,247.7330819027709
Low Volume Low Value,Cardiac Surgery,FL,5,363.8,80.59122200130167
Low Volume Low Value,Vascular Surgery,PA,105,481.37142857142857,64.58667237755718
High Volume Low Value,Mass Immunizer Roster Biller,FL,949,5204.7692307692305,59.259640588080636
Low Volume Low Value,Certified Nurse Midwife,NY,46,65.0,47.432799807757064
High Volume High Value,Critical Care (Intensivists),CA,28,1672.7142857142858,114.48750838479002
Low Volume High Value,Nuclear Medicine,PA,7,458.7142857142857,155.56517325967368
Low Volume High Value,Psychiatry,FL,183,299.58469945355193,117.68264358092222
High Volume Low Value,Physician Assistant,FL,969,3678.764189886481,57.29273497245289
Low Volume Low Value,Chiropractic,FL,1483,371.7107215104518,25.31316663206608
Low Volume High Value,Hospice and Palliative Care,NY,62,322.88709677419354,119.32095852616911
Low Volume High Value,Interventional Cardiology,NY,57,557.2280701754386,230.22471692151566
Low Volume Low Value,Neurology,CA,422,322.4620853080569,80.15678653337609
High Volume Low Value,Licensed Clinical Social Worker,CA,9,1424.111111111111,63.011000937079444
High Volume Low Value,Geriatric Psychiatry,PA,3,2422.3333333333335,84.59104064562221
Low Volume High Value,Nurse Practitioner,PA,332,110.03915662650603,126.0182557800857
Low Volume High Value,Gastroenterology,FL,447,517.65548098434,118.94861934172111
High Volume Low Value,General Practice,CA,172,4724.136046511628,64.4581156087334
Low Volume Low Value,Ophthalmology,CA,476,330.2857142857143,63.803917540387076
High Volume High Value,Obstetrics & Gynecology,FL,40,3578.275,158.6347920184158
High Volume Low Value,Geriatric Psychiatry,FL,4,2371.5,76.42291217215356
Low Volume Low Value,Hematology,NY,50,309.5,82.9455889645399
Low Volume Low Value,Sleep Medicine,FL,13,370.6923076923077,81.70981480716017
High Volume High Value,Hand Surgery,TX,20,2620.85,128.72728713295277
High Volume High Value,Cardiology,CA,469,6591.689125799574,158.4788394029169
Low Volume High Value,Emergency Medicine,PA,1392,323.7837643678161,121.51651944348859
Low Volume Low Value,Geriatric Medicine,PA,74,445.7027027027027,77.57920159073709
Low Volume High Value,Critical Care (Intensivists),CA,242,321.8471074380165,129.71448292196644
Low Volume High Value,Otolaryngology,FL,74,424.52702702702703,196.30076156408748
High Volume Low Value,Infectious Disease,TX,121,26164.9173553719,81.6557891296419
Low Volume High Value,Hospice and Palliative Care,FL,34,216.73529411764707,114.46587929510586
Low Volume Low Value,Pain Management,FL,57,421.60526315789474,76.27963474078375
Low Volume Low Value,Rheumatology,CA,162,376.60493827160496,74.30528553328138
Low Volume High Value,Gynecological Oncology,CA,49,327.59183673469386,206.486925978206
Low Volume Low Value,Sports Medicine,NY,28,349.5357142857143,73.02798262693135
Low Volume Low Value,Osteopathic Manipulative Medicine,FL,14,355.07142857142856,65.17845779029064
High Volume Low Value,Osteopathic Manipulative Medicine,PA,5,1416.0,65.29673784220455
Low Volume High Value,Medical Genetics and Genomics,PA,2,35.5,133.5252832525
Low Volume Low Value,Emergency Medicine,NY,1133,328.5145631067961,82.70460332053075
Low Volume Low Value,Vascular Surgery,NY,80,447.0875,70.5396330538459
High Volume Low Value,Nephrology,NY,93,8903.354838709678,69.184919775468
Low Volume High Value,Rheumatology,PA,26,211.19230769230768,117.54955649517052
High Volume High Value,"Psychologist, Clinical",FL,36,1636.7222222222222,110.58133872293982
Low Volume High Value,Micrographic Dermatologic Surgery,TX,4,431.0,268.1855250065015
Low Volume Low Value,Portable X-Ray Supplier,PA,2,540.0,40.59432647867273
Low Volume High Value,Adult Congenital Heart Disease,NY,2,296.0,174.53779480306366
High Volume Low Value,Physical Therapist in Private Practice,FL,2019,4073.552352649827,32.249375277459734
Low Volume High Value,Physician Assistant,CA,413,140.79903147699758,130.34717910187942
Low Volume Low Value,Pediatric Medicine,TX,72,147.34722222222223,56.72411403729265
Low Volume High Value,Hematology-Oncology,TX,83,326.48192771084337,112.47594608614209
High Volume High Value,Pulmonary Disease,CA,102,2520.470588235294,122.50092025923458
High Volume Low Value,Medical Oncology,PA,27,54917.7037037037,49.677950356255714
High Volume High Value,Sports Medicine,FL,19,4491.1578947368425,136.33203563196625
High Volume High Value,Geriatric Psychiatry,PA,2,2138.0,102.40319656186666
Low Volume High Value,Pharmacy,NY,2,675.0,261.91685796533335
High Volume High Value,Sports Medicine,PA,6,3442.3333333333335,134.13670763446288
Low Volume Low Value,Licensed Clinical Social Worker,TX,475,267.89473684210526,72.17810064787946
Low Volume Low Value,Urology,NY,215,425.4697674418605,69.57162260075428
Low Volume Low Value,Radiation Oncology,NY,43,333.2325581395349,75.51900247425874
Low Volume Low Value,Occupational Therapist in Private Practice,TX,147,506.1292517006803,28.922202623454833
Low Volume Low Value,Pediatric Medicine,PA,31,193.38709677419354,47.9895630982585
High Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),TX,17,2096.5882352941176,63.89176105161323
High Volume Low Value,Pediatric Medicine,TX,15,4337.733333333334,43.12409275415143
High Volume Low Value,Hematology,TX,5,78793.0,47.584600719321074
High Volume Low Value,Preventive Medicine,TX,2,2410.0,62.334552720590644
Low Volume Low Value,Hospice and Palliative Care,CA,74,350.77027027027026,84.2611276519687
High Volume High Value,Hematology-Oncology,CA,72,30095.902777777777,120.40610803065127
High Volume Low Value,Obstetrics & Gynecology,NY,64,2142.625,62.51811278742478
Low Volume Low Value,Thoracic Surgery,CA,23,141.69565217391303,78.36824544176939
High Volume High Value,Osteopathic Manipulative Medicine,FL,3,10102.666666666666,132.41433984103372
High Volume High Value,Pathology,CA,10,5376.1,134.1371363010084
High Volume High Value,Pharmacy,FL,3,36186.0,144.70223467198295
High Volume Low Value,Emergency Medicine,CA,278,1975.9604316546763,74.0000736423925
Low Volume High Value,Interventional Cardiology,PA,41,550.5853658536586,154.64156116076265
Low Volume High Value,Infectious Disease,CA,181,345.4088397790055,119.21343967766646
Low Volume Low Value,Thoracic Surgery,FL,24,228.58333333333334,81.4653158813406
Low Volume High Value,Obstetrics & Gynecology,FL,65,324.4153846153846,153.4704289629778
Low Volume High Value,Radiation Oncology,CA,88,604.8636363636364,150.46331059818337
Low Volume High Value,Urology,FL,70,498.6,159.26635432033865
Low Volume Low Value,Allergy/ Immunology,PA,47,320.82978723404256,63.09890387041138
Low Volume Low Value,Certified Nurse Midwife,CA,15,47.93333333333333,48.82545557662556
High Volume Low Value,Hospice and Palliative Care,PA,2,3403.5,69.999864467625
High Volume Low Value,Pathology,CA,679,4090.046244477172,41.769831410415904
Low Volume High Value,Optometry,TX,55,204.78181818181818,135.45981846361795
Low Volume Low Value,Speech Language Pathologist,TX,55,308.54545454545456,68.03957972401412
High Volume Low Value,Pediatric Medicine,FL,8,5148.125,56.84575596348468
Low Volume Low Value,Advanced Heart Failure and Transplant Cardiology,NY,14,450.5,78.02056108820788
Low Volume High Value,Clinical Laboratory,FL,11,373.72727272727275,379.14635554067337
Low Volume High Value,Clinical Cardiac Electrophysiology,PA,9,732.0,144.1158388351524
High Volume High Value,Ambulance Service Provider,NY,347,13775.896541786742,253.55492902315373
Low Volume High Value,Internal Medicine,TX,596,355.5251677852349,120.32287784944846
High Volume Low Value,Sleep Medicine,TX,7,1244.7142857142858,79.83191599794813
